"urban","age","sex","c.all","c.touch","c.age.under5","c.age.6to19","c.age.20to64","c.age.over65","c.home","c.work","c.all.other","c.dur.1","c.dur.2","c.dur.3","c.dur.4","c.freq.1","c.freq.2","c.freq.3","c.freq.4","c.freq.5","dist.1","dist.2","dist.3","dist.4"
"Rural","15-19","female",11,6,0,4,5,2,3,0,8,3,2,0,6,11,0,0,0,0,11,0,0,0
"Rural","15-19","male",7,3,0,4,3,0,2,0,5,1,0,0,6,7,0,0,0,0,7,0,0,0
"Rural","40-44","female",15,3,0,2,11,2,5,7,3,1,4,0,10,12,0,0,0,3,8,7,0,0
"Rural","75-79","male",3,0,0,0,3,0,0,0,3,2,0,0,1,1,0,0,0,2,3,0,0,0
"Rural","50-54","male",14,3,0,1,12,1,3,5,6,8,0,0,6,6,2,0,6,0,3,11,0,0
"Rural","60-64","male",10,0,0,0,10,0,2,3,5,8,0,0,2,8,1,0,0,1,9,1,0,0
"Rural","55-59","female",10,1,0,0,10,0,1,0,9,2,7,0,1,9,1,0,0,0,10,0,0,0
"Rural","65-69","male",3,0,0,1,1,1,2,0,1,1,0,0,2,3,0,0,0,0,3,0,0,0
"Rural","65-69","female",12,2,0,2,9,1,5,5,2,8,0,0,4,12,0,0,0,0,12,0,0,0
"Rural","45-49","female",11,1,0,0,11,0,2,0,9,4,0,0,7,9,2,0,0,0,11,0,0,0
"Rural","20-24","male",6,0,0,0,6,0,3,1,2,0,0,0,6,6,0,0,0,0,3,0,3,0
"Rural","60-64","male",4,2,1,0,3,0,2,1,1,2,0,0,2,3,0,0,0,1,3,1,0,0
"Rural","50-54","female",15,1,1,0,14,0,9,0,6,6,7,0,2,13,2,0,0,0,15,0,0,0
"Rural","80+","male",4,1,0,0,2,2,1,0,3,2,0,0,2,3,0,1,0,0,4,0,0,0
"Rural","75-79","female",8,1,0,0,7,4,4,0,4,4,0,0,4,7,0,0,0,1,8,0,0,0
"Rural","45-49","male",20,0,0,1,19,0,17,0,3,13,0,0,7,12,5,0,0,3,17,3,0,0
"Rural","40-44","female",15,1,0,0,15,0,3,0,12,4,0,0,11,11,4,0,0,0,15,0,0,0
"Rural","45-49","female",2,0,0,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
"Rural","45-49","male",14,0,0,1,13,0,5,0,9,6,3,0,5,8,2,0,4,0,11,3,0,0
"Rural","15-19","male",3,0,0,1,2,0,3,0,0,0,0,1,2,2,1,0,0,0,3,0,0,0
"Rural","80+","male",4,1,0,0,1,2,4,0,0,0,0,1,3,3,0,1,0,0,4,0,0,0
"Rural","75-79","female",24,0,2,0,15,7,12,0,12,6,18,0,0,22,2,0,0,0,24,0,0,0
"Rural","50-54","male",1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"Rural","60-64","male",10,0,0,3,7,0,7,0,3,0,2,0,8,7,0,0,3,0,5,3,0,0
"Rural","55-59","female",30,4,0,3,27,0,11,7,12,13,2,0,15,23,0,7,0,0,30,0,0,0
"Rural","20-24","male",13,2,0,2,11,0,7,0,6,3,0,0,10,10,3,0,0,0,10,3,0,0
"Rural","40-44","female",11,1,0,1,10,0,2,0,9,5,0,0,6,10,0,0,1,0,11,0,0,0
"Rural","20-24","male",20,13,1,1,16,2,9,0,11,0,0,0,20,9,3,8,0,0,20,0,0,0
"Rural","45-49","female",19,3,0,0,19,0,1,0,18,11,0,0,8,19,0,0,0,0,19,0,0,0
"Rural","20-24","male",10,7,1,0,8,1,6,0,4,0,1,2,7,8,0,2,0,0,7,3,0,0
"Rural","45-49","male",8,1,0,1,6,1,2,0,6,4,0,0,2,7,0,0,1,0,8,0,0,0
"Rural","45-49","female",10,3,0,1,8,1,3,0,7,3,0,0,7,10,0,0,0,0,6,4,0,0
"Rural","20-24","female",3,3,0,0,2,1,3,0,0,0,0,1,2,3,0,0,0,0,3,0,0,0
"Rural","45-49","male",19,0,0,0,19,0,10,0,9,9,7,0,3,19,0,0,0,0,19,0,0,0
"Rural","20-24","male",21,0,0,0,21,0,15,0,6,13,0,0,8,3,11,6,0,1,16,5,0,0
"Rural","20-24","male",54,5,0,0,54,0,4,8,42,21,2,4,27,38,0,0,0,16,36,18,0,0
"Rural","45-49","female",18,1,1,0,17,0,4,0,14,10,4,0,4,18,0,0,0,0,18,0,0,0
"Rural","25-29","female",13,3,1,0,12,0,4,4,5,2,0,3,8,9,4,0,0,0,13,0,0,0
"Rural","25-29","male",24,5,1,0,23,0,7,11,6,7,0,2,15,22,2,0,0,0,13,11,0,0
"Rural","45-49","male",11,4,1,0,10,0,7,0,4,4,0,0,7,11,0,0,0,0,11,0,0,0
"Rural","50-54","male",14,1,0,0,14,0,1,0,13,8,5,0,1,14,0,0,0,0,14,0,0,0
"Rural","50-54","female",16,1,0,3,13,0,2,0,14,14,0,0,2,15,1,0,0,0,16,0,0,0
"Rural","50-54","female",12,2,1,0,11,0,6,4,2,3,0,0,9,10,2,0,0,0,8,4,0,0
"Rural","20-24","female",4,1,1,0,3,0,4,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0
"Rural","55-59","male",26,1,2,0,21,3,4,0,22,4,0,0,22,4,0,0,10,12,4,10,12,0
"Rural","55-59","male",18,4,0,3,15,0,14,0,4,12,0,0,6,18,0,0,0,0,18,0,0,0
"Rural","60-64","female",21,1,0,3,18,0,10,0,11,11,0,0,10,19,2,0,0,0,21,0,0,0
"Urban","55-59","female",12,2,0,0,12,0,2,0,10,5,5,0,2,2,0,0,3,7,5,7,0,0
"Urban","75-79","female",4,0,0,0,4,0,0,0,4,4,0,0,0,2,0,0,0,2,4,0,0,0
"Urban","55-59","male",9,1,0,0,9,0,4,0,5,4,1,0,4,4,0,1,0,4,9,0,0,0
"Urban","50-54","female",4,2,0,1,3,0,2,1,1,1,0,0,3,4,0,0,0,0,4,0,0,0
"Urban","50-54","female",6,2,1,0,5,0,4,0,2,2,0,0,4,4,0,0,0,2,6,0,0,0
"Urban","60-64","male",3,0,0,0,3,0,1,0,2,2,0,0,1,1,0,0,0,2,3,0,0,0
"Urban","45-49","female",4,0,0,0,3,1,4,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0
"Urban","65-69","female",4,0,0,0,3,1,0,0,4,0,0,2,2,1,0,0,0,3,0,0,4,0
"Urban","50-54","female",5,4,0,2,3,0,4,0,1,1,0,0,4,4,0,0,0,1,5,0,0,0
"Urban","65-69","male",3,1,0,1,1,1,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Urban","10-14","female",3,3,0,0,1,2,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Urban","70-74","male",4,0,0,0,1,3,2,0,2,0,0,0,4,2,2,0,0,0,2,2,0,0
"Urban","50-54","male",7,1,0,0,5,0,3,0,4,0,4,0,3,7,0,0,0,0,7,0,0,0
"Urban","60-64","female",7,4,0,3,3,1,4,0,3,3,0,0,4,4,0,0,0,3,7,0,0,0
"Urban","65-69","male",9,0,0,0,5,4,2,0,7,3,0,0,6,9,0,0,0,0,5,4,0,0
"Urban","75-79","male",11,2,0,1,4,6,3,0,8,3,5,0,3,8,0,0,0,3,11,0,0,0
"Urban","70-74","female",4,0,0,1,2,1,3,0,1,1,0,0,3,3,1,0,0,0,4,0,0,0
"Urban","60-64","male",14,1,1,0,13,0,4,0,10,10,0,1,3,4,0,0,0,10,4,10,0,0
"Urban","70-74","female",4,1,0,0,3,1,3,0,1,1,0,0,3,3,1,0,0,0,4,0,0,0
"Urban","50-54","female",3,2,0,0,3,0,2,0,1,1,0,0,2,3,0,0,0,0,3,0,0,0
"Urban","45-49","male",8,1,0,0,8,0,1,5,1,1,0,0,7,8,0,0,0,0,3,5,0,0
"Urban","80+","male",4,0,0,0,2,2,3,0,1,1,0,0,3,3,1,0,0,0,4,0,0,0
"Urban","45-49","female",21,0,0,0,21,0,2,5,14,0,4,0,17,21,0,0,0,0,21,0,0,0
"Urban","35-39","male",47,0,0,0,47,30,0,36,11,41,0,0,6,0,0,0,6,41,39,8,0,0
"Urban","75-79","male",3,0,0,0,2,1,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Urban","40-44","female",5,0,0,0,3,2,2,0,3,3,0,0,2,2,0,0,0,3,5,0,0,0
"Urban","30-34","male",14,0,0,0,12,2,2,12,0,0,0,0,14,10,0,0,2,2,2,12,0,0
"Rural","35-39","female",8,1,0,0,8,0,1,7,0,0,0,0,8,1,7,0,0,0,1,7,0,0
"Rural","45-49","male",4,0,0,1,3,0,1,0,3,1,1,0,2,2,0,0,2,0,1,3,0,0
"Rural","45-49","female",4,3,2,0,2,0,3,0,1,1,0,0,3,4,0,0,0,0,4,0,0,0
"Rural","20-24","female",4,3,1,0,2,1,4,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0
"Rural","60-64","male",22,1,1,0,21,0,4,10,8,14,0,0,8,9,0,0,13,0,5,17,0,0
"Rural","45-49","female",9,1,0,0,9,0,1,0,8,0,8,0,1,8,0,0,1,0,9,0,0,0
"Rural","30-34","male",27,8,2,2,23,0,3,0,24,12,0,0,15,13,12,0,2,0,17,10,0,0
"Rural","25-29","female",7,3,1,1,5,0,3,0,4,1,0,0,6,7,0,0,0,0,7,0,0,0
"Rural","10-14","female",57,8,1,46,10,0,4,0,53,5,0,0,52,57,0,0,0,0,9,48,0,0
"Rural","65-69","female",4,1,1,1,2,0,3,0,1,1,0,0,3,3,0,0,1,0,4,0,0,0
"Rural","10-14","female",15,14,2,7,6,0,4,0,11,1,0,0,14,15,0,0,0,0,8,7,0,0
"Rural","30-34","female",7,1,0,2,5,0,2,0,5,3,0,0,4,7,0,0,0,0,7,0,0,0
"Rural","10-14","female",15,4,0,10,5,0,3,0,12,7,1,6,1,11,4,0,0,0,8,7,0,0
"Rural","55-59","male",13,0,0,2,11,0,3,0,10,10,0,0,3,6,0,0,0,7,3,3,7,0
"Rural","45-49","male",7,4,0,1,6,0,2,0,5,0,2,0,5,4,3,0,0,0,4,3,0,0
"Rural","35-39","female",4,2,0,1,3,0,2,0,2,0,1,0,3,2,0,2,0,0,3,1,0,0
"Rural","20-24","male",7,4,1,0,5,1,4,0,3,2,1,0,4,6,0,0,0,1,6,1,0,0
"Rural","25-29","female",11,1,1,0,9,1,4,0,7,6,0,1,4,10,1,0,0,0,11,0,0,0
"Rural","25-29","male",10,4,0,0,10,0,4,0,6,3,1,1,5,3,1,1,3,2,2,8,0,0
"Rural","60-64","male",10,0,0,0,9,1,6,0,4,5,1,0,4,3,0,7,0,0,7,3,0,0
"Rural","50-54","male",4,0,0,0,4,0,1,0,3,3,0,0,1,4,0,0,0,0,4,0,0,0
"Rural","50-54","female",10,0,0,0,10,0,1,8,1,1,0,0,9,10,0,0,0,0,10,0,0,0
"Rural","50-54","male",3,2,1,0,1,1,2,0,1,1,0,0,2,2,0,0,0,1,2,1,0,0
"Rural","45-49","female",2,2,1,0,1,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
"Rural","35-39","male",13,3,1,2,6,0,6,0,7,1,0,0,12,6,6,0,0,1,10,0,3,0
"Rural","55-59","female",11,3,0,1,10,0,11,0,0,0,0,0,11,11,0,0,0,0,10,0,0,0
"Rural","60-64","male",14,4,1,1,12,0,6,0,8,0,8,0,6,6,0,8,0,0,14,0,0,0
"Rural","30-34","female",9,2,0,1,8,0,9,0,0,2,2,0,5,7,2,0,0,0,9,0,0,0
"Rural","25-29","male",6,2,1,1,4,0,6,0,0,0,0,0,6,6,0,0,0,0,6,0,0,0
"Rural","5-9","male",7,3,0,3,4,0,5,0,2,1,0,2,4,6,1,0,0,0,5,0,2,0
"Rural","30-34","female",10,2,2,0,3,3,3,0,7,0,7,0,3,10,0,0,0,0,10,0,0,0
"Rural","40-44","male",12,3,0,2,9,1,4,0,8,0,8,0,4,12,0,0,0,0,12,0,0,0
"Rural","30-34","female",9,4,0,2,6,1,4,0,5,0,3,0,6,9,0,0,0,0,9,0,0,0
"Rural","10-14","female",9,1,0,4,4,1,4,0,5,0,0,0,9,9,0,0,0,0,4,5,0,0
"Rural","5-9","male",23,18,0,11,11,1,4,0,19,6,0,0,17,23,0,0,0,0,16,7,0,0
"Rural","45-49","male",16,5,1,0,15,0,16,0,0,3,8,0,5,5,11,0,0,0,16,0,0,0
"Rural","40-44","female",13,2,1,0,12,0,12,0,1,11,0,0,2,12,1,0,0,0,13,0,0,0
"Rural","35-39","female",19,3,2,3,14,0,9,0,10,8,0,0,11,19,0,0,0,0,19,0,0,0
"Rural","40-44","male",10,3,2,0,8,0,3,0,7,7,0,0,3,10,0,0,0,0,10,0,0,0
"Rural","45-49","male",36,0,0,6,25,5,0,0,36,0,0,0,36,0,36,0,0,0,36,0,0,0
"Rural","55-59","male",28,0,0,5,22,1,1,0,27,27,0,0,1,28,0,0,0,0,28,0,0,0
"Rural","50-54","male",22,1,0,0,21,1,2,0,20,19,1,0,2,22,0,0,0,0,12,10,0,0
"Rural","55-59","female",23,2,0,0,22,1,3,0,20,20,0,0,3,23,0,0,0,0,23,0,0,0
"Rural","35-39","male",39,3,0,10,29,0,19,20,0,0,36,0,3,39,0,0,0,0,39,0,0,0
"Rural","35-39","female",30,3,0,2,18,0,13,15,2,27,0,0,3,28,2,0,0,0,30,0,0,0
"Urban","80+","female",4,0,0,0,4,0,0,0,4,4,0,0,0,0,0,4,0,0,4,0,0,0
"Urban","80+","female",9,0,0,0,9,0,0,0,9,9,0,0,0,8,0,1,0,0,9,0,0,0
"Urban","55-59","female",6,0,0,0,6,0,1,0,5,5,0,0,1,4,0,0,0,2,6,0,0,0
"Urban","60-64","male",23,0,0,0,23,0,1,16,6,6,0,0,17,23,0,0,0,0,23,0,0,0
"Urban","65-69","male",6,2,1,0,4,1,5,0,1,1,0,0,5,6,0,0,0,0,6,0,0,0
"Urban","60-64","female",34,3,1,0,32,1,6,10,18,28,0,0,6,24,4,0,0,6,34,0,0,0
"Urban","30-34","female",33,7,2,0,30,1,6,0,27,12,15,0,6,7,6,1,0,19,33,0,0,0
"Urban","65-69","male",24,2,0,2,22,0,4,0,20,18,4,0,2,24,0,0,0,0,24,0,0,0
"Urban","25-29","male",7,0,0,0,7,0,2,2,3,0,0,0,7,7,0,0,0,0,5,2,0,0
"Urban","15-19","male",6,0,0,4,2,0,2,0,4,0,0,0,6,6,0,0,0,0,6,0,0,0
"Urban","50-54","female",15,1,1,1,12,1,7,0,8,3,5,0,7,12,0,3,0,0,15,0,0,0
"Urban","35-39","female",22,5,0,1,21,0,2,9,11,17,3,0,2,12,3,0,0,7,13,9,0,0
"Urban","35-39","female",12,2,0,1,11,0,2,0,10,10,0,0,2,6,0,0,0,6,12,0,0,0
"Urban","5-9","female",7,4,1,1,5,0,2,0,5,3,0,0,4,3,0,0,0,4,7,0,0,0
"Urban","35-39","female",16,7,0,1,15,0,2,0,14,8,1,0,7,9,0,5,1,1,16,0,0,0
"Urban","5-9","female",10,9,0,8,2,0,1,0,9,1,0,0,9,1,8,0,0,1,10,0,0,0
"Urban","45-49","female",18,4,0,2,15,1,4,0,14,14,0,0,4,18,0,0,0,0,18,0,0,0
"Urban","20-24","female",3,3,0,2,1,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Urban","15-19","male",14,5,0,8,6,0,3,0,11,3,0,0,11,14,0,0,0,0,3,0,11,0
"Urban","15-19","female",11,3,0,3,8,0,3,4,4,4,0,0,7,4,0,0,0,7,6,5,0,0
"Urban","50-54","female",12,1,0,0,10,2,4,0,8,8,0,0,4,8,0,0,4,0,4,8,0,0
"Urban","60-64","male",33,2,2,0,31,0,7,0,26,10,0,0,23,33,0,0,0,0,17,16,0,0
"Urban","65-69","female",42,5,1,2,9,30,12,0,30,0,6,0,36,42,0,0,0,0,42,0,0,0
"Urban","5-9","female",19,14,2,6,11,0,10,0,9,1,3,0,15,11,7,0,0,1,13,1,0,0
"Urban","60-64","female",19,3,0,1,18,0,7,0,12,6,10,0,3,13,6,0,0,0,17,2,0,0
"Urban","65-69","male",4,1,1,0,3,0,3,0,1,1,0,0,3,3,1,0,0,0,4,0,0,0
"Urban","25-29","female",10,3,3,3,6,0,0,0,10,0,0,0,10,2,0,0,8,0,0,10,0,0
"Urban","35-39","male",35,5,0,2,32,1,13,0,22,18,0,0,17,28,0,0,0,7,35,0,0,0
"Urban","65-69","male",7,7,0,2,5,0,7,0,0,0,0,0,7,7,0,0,0,0,7,0,0,0
"Urban","10-14","male",18,13,0,8,9,1,8,0,10,6,0,1,9,13,0,0,1,4,18,0,0,0
"Urban","60-64","female",11,2,0,2,8,6,6,0,5,1,1,0,9,11,0,0,0,0,11,0,0,0
"Urban","65-69","female",20,3,0,2,7,11,5,0,15,5,0,0,15,15,5,0,0,0,20,0,0,0
"Urban","65-69","male",8,1,1,1,6,0,8,0,0,0,3,0,5,8,0,0,0,0,8,0,0,0
"Urban","10-14","male",13,4,5,2,9,0,9,0,4,0,4,0,9,13,0,0,0,0,13,0,0,0
"Urban","30-34","female",10,5,0,2,8,0,10,0,0,0,0,0,10,4,0,3,3,0,10,0,0,0
"Urban","60-64","male",9,4,0,4,4,1,8,0,5,4,0,0,5,6,3,0,0,0,9,0,0,0
"Urban","5-9","male",11,11,1,3,7,0,8,0,4,0,0,0,11,7,1,3,0,0,11,0,0,0
"Urban","60-64","female",17,2,0,2,15,0,9,0,8,7,1,0,9,8,0,2,3,4,17,0,0,0
"Urban","10-14","male",10,4,0,3,7,0,2,0,8,0,0,0,10,10,0,0,0,0,10,0,0,0
"Urban","40-44","male",19,3,1,2,16,0,3,0,16,0,3,0,16,16,0,0,1,2,19,0,0,0
"Urban","35-39","female",10,4,2,2,5,1,3,0,7,3,0,0,7,5,2,0,1,2,10,0,0,0
"Urban","50-54","female",9,1,0,1,8,0,3,0,6,0,6,0,3,9,0,0,0,0,9,0,0,0
"Urban","40-44","female",25,4,0,2,22,1,4,8,13,13,0,0,12,22,3,0,0,0,25,0,0,0
"Urban","15-19","male",4,4,0,0,3,1,4,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0
"Urban","15-19","male",3,3,0,1,2,0,3,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0
"Urban","45-49","male",21,4,0,2,18,1,4,0,17,7,0,0,14,21,0,0,0,0,11,10,0,0
"Urban","45-49","female",10,2,0,1,9,0,6,0,4,4,0,0,6,9,0,0,1,0,10,0,0,0
"Urban","60-64","male",6,0,0,0,6,0,2,0,4,4,0,0,2,6,0,0,0,0,6,0,0,0
"Urban","30-34","female",40,1,0,8,39,1,2,32,6,6,15,3,16,12,3,8,7,10,40,0,0,0
"Urban","40-44","female",10,1,0,0,10,0,1,8,1,9,0,0,1,2,0,8,0,0,10,0,0,0
"Rural","50-54","female",13,0,0,0,13,0,5,6,3,8,0,4,1,10,0,0,0,3,13,0,0,0
"Rural","65-69","female",12,3,0,2,9,1,7,0,5,3,2,0,7,10,0,0,0,2,10,2,0,0
"Rural","60-64","male",19,2,0,1,18,0,4,0,15,15,0,0,4,19,0,0,0,0,19,0,0,0
"Rural","60-64","female",7,2,0,1,6,0,4,0,3,0,0,0,7,7,0,0,0,0,7,0,0,0
"Rural","35-39","female",39,8,0,5,34,0,6,0,33,5,0,0,34,10,0,0,0,29,4,0,0,35
"Rural","45-49","male",8,0,0,3,5,0,8,0,0,0,0,0,8,8,0,0,0,0,8,0,0,0
"Rural","45-49","female",6,1,0,3,3,0,6,0,0,0,2,0,4,6,0,0,0,0,6,0,0,0
"Rural","35-39","female",11,2,2,0,9,0,4,0,7,7,0,1,3,4,6,0,0,1,11,0,0,0
"Rural","80+","male",15,0,0,0,10,5,1,0,14,10,0,0,5,15,0,0,0,0,15,0,0,0
"Rural","75-79","female",14,0,0,0,9,5,1,0,13,9,0,0,5,14,0,0,0,0,14,0,0,0
"Rural","60-64","male",35,1,0,0,35,0,1,30,4,0,30,4,1,35,0,0,0,0,35,0,0,0
"Rural","65-69","female",30,1,0,1,29,0,3,0,27,28,0,0,2,30,0,0,0,0,30,0,0,0
"Rural","10-14","male",11,7,0,5,5,1,3,0,8,3,0,4,4,11,0,0,0,0,11,0,0,0
"Rural","35-39","male",18,3,0,1,16,1,3,0,16,14,1,0,3,3,0,3,0,12,7,0,11,0
"Rural","50-54","male",16,0,0,0,15,1,4,1,12,9,0,3,4,4,0,3,0,9,16,0,0,0
"Rural","80+","male",14,0,0,0,4,10,4,0,10,0,0,0,14,14,0,0,0,0,14,0,0,0
"Rural","45-49","female",14,0,10,12,11,11,4,0,10,10,0,0,4,14,0,0,0,0,14,0,0,0
"Rural","20-24","female",23,2,0,0,22,1,4,17,2,4,12,0,7,18,1,1,2,1,22,1,0,0
"Rural","70-74","male",11,1,1,0,2,8,3,0,8,8,0,0,3,11,0,0,0,0,11,0,0,0
"Rural","65-69","female",10,1,1,0,8,1,3,0,7,4,0,0,6,10,0,0,0,0,10,0,0,0
"Rural","25-29","female",17,1,1,0,14,2,3,12,2,2,0,0,15,17,0,0,0,0,5,12,0,0
"Rural","55-59","male",23,8,2,2,19,0,8,0,15,11,1,0,11,19,2,1,0,1,22,1,0,0
"Rural","50-54","female",27,5,2,2,23,0,9,0,18,18,0,0,9,25,2,0,0,0,16,10,0,0
"Rural","65-69","male",4,0,0,0,3,1,1,0,3,3,0,0,1,1,0,0,3,0,1,3,0,0
"Rural","65-69","female",6,0,0,0,5,1,1,0,5,1,0,0,5,5,0,0,0,1,5,1,0,0
"Rural","65-69","male",23,5,0,0,18,5,1,0,22,18,0,0,5,17,0,0,6,0,21,2,0,0
"Rural","55-59","female",9,1,0,0,9,0,1,0,8,8,0,0,1,7,0,0,1,1,8,1,0,0
"Rural","20-24","male",6,1,0,1,5,0,3,0,3,3,0,0,3,2,0,1,3,0,6,0,0,0
"Rural","20-24","female",7,1,1,0,6,0,3,0,3,2,3,0,2,7,0,0,0,0,7,0,0,0
"Rural","45-49","female",8,0,0,1,7,0,2,0,6,6,0,0,2,7,0,0,0,1,8,0,0,0
"Rural","65-69","female",7,1,0,0,5,2,1,0,6,0,1,0,6,7,0,0,0,0,7,0,0,0
"Rural","65-69","male",2,0,0,0,0,2,0,0,2,0,1,0,1,1,1,0,0,0,2,0,0,0
"Rural","40-44","male",6,1,0,2,4,0,3,3,0,0,0,0,6,6,0,0,0,0,6,0,0,0
"Rural","35-39","female",16,3,0,2,14,0,3,0,13,13,0,0,3,13,0,0,0,3,13,3,0,0
"Rural","15-19","female",10,9,0,7,3,0,3,0,7,1,0,0,9,9,0,0,0,1,9,1,0,0
"Rural","10-14","male",16,7,0,7,7,2,3,0,12,3,0,0,13,6,2,1,7,0,8,8,0,0
"Rural","40-44","male",9,0,0,2,7,0,3,0,6,6,0,0,3,7,0,0,2,0,9,0,0,0
"Rural","15-19","female",9,4,0,2,7,0,4,0,5,1,4,0,4,8,0,1,0,0,9,0,0,0
"Rural","55-59","female",31,4,0,1,30,0,0,0,31,23,0,4,4,31,0,0,0,0,31,0,0,0
"Rural","60-64","male",11,3,1,0,9,1,3,0,8,8,0,0,3,10,0,0,0,1,6,5,0,0
"Rural","50-54","female",14,1,0,0,14,0,7,0,7,7,0,0,7,14,0,0,0,0,13,0,0,0
"Rural","50-54","male",7,0,0,0,7,0,4,3,0,2,1,0,4,7,0,0,0,0,6,1,0,0
"Rural","45-49","male",8,2,0,1,7,0,3,5,0,0,0,0,8,8,0,0,0,0,3,5,0,0
"Rural","45-49","female",13,2,0,0,13,0,2,0,11,3,0,0,10,12,0,0,0,1,12,1,0,0
"Rural","25-29","female",3,0,0,1,2,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Rural","55-59","male",29,1,1,0,28,0,4,10,15,13,2,0,14,27,0,0,0,2,29,0,0,0
"Rural","30-34","female",8,2,4,0,3,1,4,0,4,0,0,0,8,8,0,0,0,0,8,0,0,0
"Rural","50-54","female",52,1,1,0,51,0,4,28,20,48,0,0,4,52,0,0,0,0,52,0,0,0
"Rural","45-49","male",30,3,2,0,28,0,3,27,0,0,25,0,0,3,0,2,0,25,30,0,0,0
"Rural","45-49","female",7,3,2,0,5,0,3,0,4,4,0,0,2,7,0,0,0,0,7,0,0,0
"Rural","30-34","female",5,2,0,1,3,1,3,0,2,2,0,0,3,3,2,0,0,0,5,0,0,0
"Rural","80+","male",19,1,0,12,17,0,18,0,1,0,0,0,19,19,0,0,0,0,19,0,0,0
"Rural","10-14","male",14,4,0,2,11,1,9,0,5,9,0,0,5,13,0,1,0,0,14,0,0,0
"Rural","55-59","male",8,1,0,0,8,0,1,0,7,7,0,0,1,4,1,0,0,2,6,2,0,0
"Rural","50-54","female",22,2,1,0,21,0,2,10,10,10,0,0,12,22,0,0,0,0,22,0,0,0
"Rural","45-49","male",11,1,0,1,9,1,3,0,8,2,0,0,9,11,0,0,0,0,5,6,0,0
"Rural","70-74","female",4,0,0,1,3,0,3,0,1,1,0,0,3,4,0,0,0,0,4,0,0,0
"Rural","15-19","male",3,0,0,0,2,1,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Rural","50-54","male",15,0,0,0,15,0,1,5,9,6,3,0,6,12,3,0,0,0,15,0,0,0
"Rural","45-49","female",71,7,0,0,71,0,1,66,4,64,0,0,7,71,0,0,0,0,71,0,0,0
"Rural","40-44","female",25,1,0,0,25,0,17,0,8,8,0,0,17,25,0,0,0,0,25,0,0,0
"Rural","20-24","male",9,2,0,0,9,0,2,5,2,2,0,0,7,9,0,0,0,0,9,0,0,0
"Rural","70-74","male",26,1,0,2,5,21,5,0,21,1,0,0,25,22,0,2,2,0,26,0,0,0
"Rural","70-74","female",15,0,0,0,11,11,1,0,14,4,0,0,11,13,0,0,1,1,15,0,0,0
"Rural","45-49","male",23,2,0,10,11,2,2,13,8,17,4,0,2,19,3,0,0,1,22,1,0,0
"Rural","80+","male",4,2,0,1,2,1,4,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0
"Rural","70-74","female",4,2,0,1,2,1,4,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0
"Rural","75-79","male",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rural","25-29","male",13,2,1,0,12,0,3,10,0,0,0,0,13,13,0,0,0,0,13,0,0,0
"Rural","50-54","female",11,1,1,0,10,0,3,4,4,0,0,0,11,11,0,0,0,0,11,0,0,0
"Rural","55-59","male",63,1,0,0,63,0,36,27,0,0,20,0,43,63,0,0,0,0,63,0,0,0
"Rural","50-54","female",21,0,0,10,20,1,1,10,10,18,0,0,3,11,0,2,0,8,11,10,0,0
"Rural","35-39","female",19,2,1,0,17,1,3,0,16,12,4,0,3,15,4,0,0,0,19,0,0,0
"Rural","75-79","female",16,1,1,0,15,0,7,0,9,9,0,0,7,11,1,4,0,0,16,0,0,0
"Rural","40-44","female",12,0,0,0,12,0,5,0,7,4,0,0,0,12,0,0,0,0,12,0,0,0
"Rural","15-19","male",13,4,0,5,8,0,4,0,9,4,0,5,4,6,4,0,0,3,13,0,0,0
"Rural","15-19","female",5,0,0,2,3,0,3,2,0,0,2,0,3,5,0,0,0,0,5,0,0,0
"Rural","15-19","female",6,2,0,3,3,0,3,3,0,0,0,0,6,6,0,0,0,0,6,0,0,0
"Rural","80+","male",9,0,0,0,8,1,3,0,6,4,3,1,0,7,2,0,0,0,9,0,0,0
"Rural","40-44","female",2,0,0,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
"Rural","15-19","male",17,14,0,4,13,0,3,11,3,3,8,1,4,14,3,0,0,0,16,1,0,0
"Rural","15-19","female",17,0,0,6,11,0,4,10,3,2,10,0,5,17,0,0,0,0,17,0,0,0
"Rural","70-74","male",1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
