country,panel,date,survey_round,hh_id
nl,A,2020-05-08,2,HH1447202
nl,A,2020-05-11,2,HH1447302
nl,A,2020-05-10,2,HH1447402
nl,A,2020-05-10,2,HH1447502
nl,A,2020-05-10,2,HH1447602
nl,A,2020-05-10,2,HH1447702
nl,A,2020-05-11,2,HH1447802
nl,A,2020-05-08,2,HH1447902
nl,A,2020-05-07,2,HH1448002
nl,A,2020-05-10,2,HH1448202
nl,A,2020-05-10,2,HH1448302
nl,A,2020-05-10,2,HH1448402
nl,A,2020-05-10,2,HH1448602
nl,A,2020-05-10,2,HH1448702
nl,A,2020-05-10,2,HH1448802
nl,A,2020-05-10,2,HH1449002
nl,A,2020-05-10,2,HH1449102
nl,A,2020-05-10,2,HH1449202
nl,A,2020-05-10,2,HH1449302
nl,A,2020-05-10,2,HH1449402
nl,A,2020-05-11,2,HH1449602
nl,A,2020-05-10,2,HH1449802
nl,A,2020-05-10,2,HH1449902
nl,A,2020-05-11,2,HH1450002
nl,A,2020-05-08,2,HH1450102
nl,A,2020-05-10,2,HH1450202
nl,A,2020-05-10,2,HH1450302
nl,A,2020-05-10,2,HH1450402
nl,A,2020-05-10,2,HH1450602
nl,A,2020-05-11,2,HH1450702
nl,A,2020-05-07,2,HH1450802
nl,A,2020-05-10,2,HH1450902
nl,A,2020-05-08,2,HH1451002
nl,A,2020-05-11,2,HH1451102
nl,A,2020-05-11,2,HH1451202
nl,A,2020-05-08,2,HH1451302
nl,A,2020-05-10,2,HH1451402
nl,A,2020-05-10,2,HH1451502
nl,A,2020-05-11,2,HH1451602
nl,A,2020-05-12,2,HH1451702
nl,A,2020-05-07,2,HH1451802
nl,A,2020-05-07,2,HH1451902
nl,A,2020-05-07,2,HH1452002
nl,A,2020-05-10,2,HH1452102
nl,A,2020-05-10,2,HH1452202
nl,A,2020-05-10,2,HH1452302
nl,A,2020-05-10,2,HH1452402
nl,A,2020-05-11,2,HH1452502
nl,A,2020-05-10,2,HH1452602
nl,A,2020-05-10,2,HH1452702
nl,A,2020-05-12,2,HH1453002
nl,A,2020-05-10,2,HH1453102
nl,A,2020-05-10,2,HH1453402
nl,A,2020-05-10,2,HH1453502
nl,A,2020-05-11,2,HH1453602
nl,A,2020-05-09,2,HH1453702
nl,A,2020-05-10,2,HH1453802
nl,A,2020-05-10,2,HH1453902
nl,A,2020-05-11,2,HH1454002
nl,A,2020-05-10,2,HH1454102
nl,A,2020-05-10,2,HH1454202
nl,A,2020-05-10,2,HH1454302
nl,A,2020-05-10,2,HH1454402
nl,A,2020-05-07,2,HH1454502
nl,A,2020-05-07,2,HH1454702
nl,A,2020-05-07,2,HH1454802
nl,A,2020-05-11,2,HH1454902
nl,A,2020-05-11,2,HH1455002
nl,A,2020-05-10,2,HH1455102
nl,A,2020-05-10,2,HH1455202
nl,A,2020-05-12,2,HH1455402
nl,A,2020-05-07,2,HH1455702
nl,A,2020-05-10,2,HH1455802
nl,A,2020-05-07,2,HH1455902
nl,A,2020-05-10,2,HH1456002
nl,A,2020-05-10,2,HH1456102
nl,A,2020-05-10,2,HH1456402
nl,A,2020-05-10,2,HH1456502
nl,A,2020-05-10,2,HH1456702
nl,A,2020-05-07,2,HH1456802
nl,A,2020-05-10,2,HH1456902
nl,A,2020-05-10,2,HH1457002
nl,A,2020-05-10,2,HH1457102
nl,A,2020-05-10,2,HH1457202
nl,A,2020-05-11,2,HH1457302
nl,A,2020-05-11,2,HH1457402
nl,A,2020-05-10,2,HH1457502
nl,A,2020-05-10,2,HH1457602
nl,A,2020-05-10,2,HH1457802
nl,A,2020-05-11,2,HH1457902
nl,A,2020-05-10,2,HH1458102
nl,A,2020-05-11,2,HH1458202
nl,A,2020-05-10,2,HH1458302
nl,A,2020-05-09,2,HH1458402
nl,A,2020-05-10,2,HH1458602
nl,A,2020-05-07,2,HH1458702
nl,A,2020-05-10,2,HH1458802
nl,A,2020-05-11,2,HH1459002
nl,A,2020-05-07,2,HH1459102
nl,A,2020-05-10,2,HH1459302
nl,A,2020-05-11,2,HH1459402
nl,A,2020-05-10,2,HH1459602
nl,A,2020-05-10,2,HH1459702
nl,A,2020-05-10,2,HH1459802
nl,A,2020-05-08,2,HH1459902
nl,A,2020-05-10,2,HH1460002
nl,A,2020-05-10,2,HH1460102
nl,A,2020-05-10,2,HH1460202
nl,A,2020-05-10,2,HH1460302
nl,A,2020-05-10,2,HH1460502
nl,A,2020-05-07,2,HH1460602
nl,A,2020-05-07,2,HH1460702
nl,A,2020-05-07,2,HH1460902
nl,A,2020-05-09,2,HH1461002
nl,A,2020-05-10,2,HH1461102
nl,A,2020-05-08,2,HH1461202
nl,A,2020-05-07,2,HH1461302
nl,A,2020-05-07,2,HH1461402
nl,A,2020-05-10,2,HH1461502
nl,A,2020-05-11,2,HH1461602
nl,A,2020-05-10,2,HH1461802
nl,A,2020-05-10,2,HH1461902
nl,A,2020-05-07,2,HH1462102
nl,A,2020-05-10,2,HH1462202
nl,A,2020-05-07,2,HH1462302
nl,A,2020-05-10,2,HH1462402
nl,A,2020-05-09,2,HH1462602
nl,A,2020-05-10,2,HH1462702
nl,A,2020-05-08,2,HH1462802
nl,A,2020-05-10,2,HH1462902
nl,A,2020-05-10,2,HH1463002
nl,A,2020-05-07,2,HH1463102
nl,A,2020-05-11,2,HH1463202
nl,A,2020-05-10,2,HH1463302
nl,A,2020-05-10,2,HH1463402
nl,A,2020-05-12,2,HH1463502
nl,A,2020-05-12,2,HH1463602
nl,A,2020-05-10,2,HH1463702
nl,A,2020-05-10,2,HH1463802
nl,A,2020-05-11,2,HH1463902
nl,A,2020-05-07,2,HH1464002
nl,A,2020-05-10,2,HH1464302
nl,A,2020-05-10,2,HH1464502
nl,A,2020-05-07,2,HH1464602
nl,A,2020-05-10,2,HH1464702
nl,A,2020-05-07,2,HH1464902
nl,A,2020-05-10,2,HH1465002
nl,A,2020-05-07,2,HH1465102
nl,A,2020-05-10,2,HH1465302
nl,A,2020-05-07,2,HH1465402
nl,A,2020-05-10,2,HH1465502
nl,A,2020-05-07,2,HH1465602
nl,A,2020-05-10,2,HH1465802
nl,A,2020-05-10,2,HH1465902
nl,A,2020-05-07,2,HH1466002
nl,A,2020-05-09,2,HH1466202
nl,A,2020-05-07,2,HH1466302
nl,A,2020-05-07,2,HH1466402
nl,A,2020-05-11,2,HH1466502
nl,A,2020-05-10,2,HH1466602
nl,A,2020-05-08,2,HH1466702
nl,A,2020-05-10,2,HH1466802
nl,A,2020-05-10,2,HH1467002
nl,A,2020-05-07,2,HH1467102
nl,A,2020-05-07,2,HH1467202
nl,A,2020-05-10,2,HH1467402
nl,A,2020-05-10,2,HH1467502
nl,A,2020-05-11,2,HH1467602
nl,A,2020-05-08,2,HH1467702
nl,A,2020-05-11,2,HH1467802
nl,A,2020-05-10,2,HH1467902
nl,A,2020-05-10,2,HH1468002
nl,A,2020-05-07,2,HH1468102
nl,A,2020-05-07,2,HH1468202
nl,A,2020-05-07,2,HH1468302
nl,A,2020-05-07,2,HH1468402
nl,A,2020-05-07,2,HH1468502
nl,A,2020-05-07,2,HH1468602
nl,A,2020-05-08,2,HH1468802
nl,A,2020-05-07,2,HH1469002
nl,A,2020-05-07,2,HH1469102
nl,A,2020-05-10,2,HH1469302
nl,A,2020-05-10,2,HH1469402
nl,A,2020-05-10,2,HH1469602
nl,A,2020-05-10,2,HH1469702
nl,A,2020-05-11,2,HH1469802
nl,A,2020-05-12,2,HH1469902
nl,A,2020-05-10,2,HH1470002
nl,A,2020-05-12,2,HH1470102
nl,A,2020-05-07,2,HH1470202
nl,A,2020-05-07,2,HH1470302
nl,A,2020-05-07,2,HH1470502
nl,A,2020-05-10,2,HH1470602
nl,A,2020-05-07,2,HH1470902
nl,A,2020-05-10,2,HH1471002
nl,A,2020-05-09,2,HH1471102
nl,A,2020-05-07,2,HH1471202
nl,A,2020-05-08,2,HH1471302
nl,A,2020-05-10,2,HH1471402
nl,A,2020-05-07,2,HH1471502
nl,A,2020-05-10,2,HH1471602
nl,A,2020-05-12,2,HH1471802
nl,A,2020-05-08,2,HH1471902
nl,A,2020-05-10,2,HH1472002
nl,A,2020-05-07,2,HH1472102
nl,A,2020-05-10,2,HH1472202
nl,A,2020-05-07,2,HH1472302
nl,A,2020-05-07,2,HH1472502
nl,A,2020-05-10,2,HH1472602
nl,A,2020-05-10,2,HH1472702
nl,A,2020-05-07,2,HH1472902
nl,A,2020-05-12,2,HH1473002
nl,A,2020-05-10,2,HH1473102
nl,A,2020-05-11,2,HH1473202
nl,A,2020-05-07,2,HH1473302
nl,A,2020-05-07,2,HH1473402
nl,A,2020-05-09,2,HH1473502
nl,A,2020-05-07,2,HH1473602
nl,A,2020-05-08,2,HH1473702
nl,A,2020-05-10,2,HH1473802
nl,A,2020-05-07,2,HH1473902
nl,A,2020-05-07,2,HH1474002
nl,A,2020-05-08,2,HH1474102
nl,A,2020-05-10,2,HH1474202
nl,A,2020-05-10,2,HH1474302
nl,A,2020-05-10,2,HH1474502
nl,A,2020-05-10,2,HH1474602
nl,A,2020-05-10,2,HH1474702
nl,A,2020-05-10,2,HH1474802
nl,A,2020-05-11,2,HH1474902
nl,A,2020-05-10,2,HH1475002
nl,A,2020-05-11,2,HH1475102
nl,A,2020-05-10,2,HH1475202
nl,A,2020-05-10,2,HH1475302
nl,A,2020-05-10,2,HH1475402
nl,A,2020-05-07,2,HH1475502
nl,A,2020-05-07,2,HH1475602
nl,A,2020-05-07,2,HH1475702
nl,A,2020-05-10,2,HH1475802
nl,A,2020-05-07,2,HH1475902
nl,A,2020-05-07,2,HH1476102
nl,A,2020-05-10,2,HH1476202
nl,A,2020-05-10,2,HH1476302
nl,A,2020-05-08,2,HH1476402
nl,A,2020-05-10,2,HH1476502
nl,A,2020-05-07,2,HH1476802
nl,A,2020-05-07,2,HH1476902
nl,A,2020-05-12,2,HH1477002
nl,A,2020-05-10,2,HH1477102
nl,A,2020-05-10,2,HH1477202
nl,A,2020-05-10,2,HH1477302
nl,A,2020-05-10,2,HH1477402
nl,A,2020-05-11,2,HH1477502
nl,A,2020-05-11,2,HH1477602
nl,A,2020-05-07,2,HH1477802
nl,A,2020-05-10,2,HH1477902
nl,A,2020-05-10,2,HH1478002
nl,A,2020-05-11,2,HH1478102
nl,A,2020-05-10,2,HH1478202
nl,A,2020-05-10,2,HH1478302
nl,A,2020-05-07,2,HH1478402
nl,A,2020-05-07,2,HH1478502
nl,A,2020-05-08,2,HH1478602
nl,A,2020-05-10,2,HH1478802
nl,A,2020-05-10,2,HH1478902
nl,A,2020-05-10,2,HH1479002
nl,A,2020-05-11,2,HH1479102
nl,A,2020-05-08,2,HH1479202
nl,A,2020-05-10,2,HH1479402
nl,A,2020-05-10,2,HH1479602
nl,A,2020-05-11,2,HH1479902
nl,A,2020-05-07,2,HH1480002
nl,A,2020-05-07,2,HH1480102
nl,A,2020-05-09,2,HH1480202
nl,A,2020-05-10,2,HH1480302
nl,A,2020-05-07,2,HH1480402
nl,A,2020-05-10,2,HH1480702
nl,A,2020-05-10,2,HH1480802
nl,A,2020-05-07,2,HH1480902
nl,A,2020-05-10,2,HH1481002
nl,A,2020-05-10,2,HH1481102
nl,A,2020-05-10,2,HH1481202
nl,A,2020-05-07,2,HH1481302
nl,A,2020-05-10,2,HH1481702
nl,A,2020-05-10,2,HH1481802
nl,A,2020-05-10,2,HH1481902
nl,A,2020-05-10,2,HH1482002
nl,A,2020-05-10,2,HH1482102
nl,A,2020-05-10,2,HH1482202
nl,A,2020-05-09,2,HH1482302
nl,A,2020-05-11,2,HH1482402
nl,A,2020-05-10,2,HH1482502
nl,A,2020-05-11,2,HH1482602
nl,A,2020-05-07,2,HH1482702
nl,A,2020-05-10,2,HH1482802
nl,A,2020-05-10,2,HH1482902
nl,A,2020-05-10,2,HH1483002
nl,A,2020-05-07,2,HH1483202
nl,A,2020-05-09,2,HH1483402
nl,A,2020-05-10,2,HH1483502
nl,A,2020-05-10,2,HH1483602
nl,A,2020-05-10,2,HH1483702
nl,A,2020-05-08,2,HH1483802
nl,A,2020-05-11,2,HH1484102
nl,A,2020-05-07,2,HH1484402
nl,A,2020-05-07,2,HH1484502
nl,A,2020-05-07,2,HH1484602
nl,A,2020-05-07,2,HH1484702
nl,A,2020-05-11,2,HH1485202
nl,A,2020-05-10,2,HH1485302
nl,A,2020-05-12,2,HH1485402
nl,A,2020-05-11,2,HH1485502
nl,A,2020-05-10,2,HH1485602
nl,A,2020-05-07,2,HH1485702
nl,A,2020-05-10,2,HH1485802
nl,A,2020-05-07,2,HH1485902
nl,A,2020-05-10,2,HH1486102
nl,A,2020-05-11,2,HH1486402
nl,A,2020-05-12,2,HH1486502
nl,A,2020-05-10,2,HH1486602
nl,A,2020-05-11,2,HH1486802
nl,A,2020-05-08,2,HH1486902
nl,A,2020-05-10,2,HH1487102
nl,A,2020-05-08,2,HH1487202
nl,A,2020-05-07,2,HH1487302
nl,A,2020-05-11,2,HH1487502
nl,A,2020-05-08,2,HH1487602
nl,A,2020-05-11,2,HH1487702
nl,A,2020-05-10,2,HH1487802
nl,A,2020-05-08,2,HH1487902
nl,A,2020-05-10,2,HH1488002
nl,A,2020-05-07,2,HH1488102
nl,A,2020-05-10,2,HH1488202
nl,A,2020-05-12,2,HH1488302
nl,A,2020-05-10,2,HH1488402
nl,A,2020-05-10,2,HH1488502
nl,A,2020-05-07,2,HH1488602
nl,A,2020-05-07,2,HH1488702
nl,A,2020-05-07,2,HH1488802
nl,A,2020-05-11,2,HH1488902
nl,A,2020-05-08,2,HH1489302
nl,A,2020-05-07,2,HH1489402
nl,A,2020-05-07,2,HH1489602
nl,A,2020-05-07,2,HH1489702
nl,A,2020-05-07,2,HH1489902
nl,A,2020-05-11,2,HH1490002
nl,A,2020-05-07,2,HH1490102
nl,A,2020-05-10,2,HH1490202
nl,A,2020-05-07,2,HH1490302
nl,A,2020-05-11,2,HH1490402
nl,A,2020-05-07,2,HH1490502
nl,A,2020-05-10,2,HH1490602
nl,A,2020-05-11,2,HH1490702
nl,A,2020-05-12,2,HH1490902
nl,A,2020-05-07,2,HH1491002
nl,A,2020-05-10,2,HH1491102
nl,A,2020-05-10,2,HH1491202
nl,A,2020-05-11,2,HH1491302
nl,A,2020-05-07,2,HH1491502
nl,A,2020-05-07,2,HH1491602
nl,A,2020-05-07,2,HH1491702
nl,A,2020-05-10,2,HH1492302
nl,A,2020-05-07,2,HH1492502
nl,A,2020-05-07,2,HH1492602
nl,A,2020-05-07,2,HH1492702
nl,A,2020-05-11,2,HH1493102
nl,A,2020-05-07,2,HH1493202
nl,A,2020-05-10,2,HH1493402
nl,A,2020-05-10,2,HH1493602
nl,A,2020-05-10,2,HH1493802
nl,A,2020-05-07,2,HH1493902
nl,A,2020-05-12,2,HH1494002
nl,A,2020-05-08,2,HH1494202
nl,A,2020-05-11,2,HH1494302
nl,A,2020-05-07,2,HH1494402
nl,A,2020-05-07,2,HH1494502
nl,A,2020-05-07,2,HH1494602
nl,A,2020-05-10,2,HH1494702
nl,A,2020-05-10,2,HH1494802
nl,A,2020-05-07,2,HH1495002
nl,A,2020-05-07,2,HH1495102
nl,A,2020-05-09,2,HH1495202
nl,A,2020-05-07,2,HH1495502
nl,A,2020-05-10,2,HH1495602
nl,A,2020-05-10,2,HH1495702
nl,A,2020-05-07,2,HH1495902
nl,A,2020-05-11,2,HH1496102
nl,A,2020-05-10,2,HH1496202
nl,A,2020-05-10,2,HH1496302
nl,A,2020-05-11,2,HH1496402
nl,A,2020-05-09,2,HH1496602
nl,A,2020-05-10,2,HH1496702
nl,A,2020-05-11,2,HH1496802
nl,A,2020-05-10,2,HH1497102
nl,A,2020-05-11,2,HH1497202
nl,A,2020-05-07,2,HH1497402
nl,A,2020-05-07,2,HH1497502
nl,A,2020-05-07,2,HH1497602
nl,A,2020-05-10,2,HH1497702
nl,A,2020-05-10,2,HH1497902
nl,A,2020-05-10,2,HH1498002
nl,A,2020-05-07,2,HH1498202
nl,A,2020-05-07,2,HH1498302
nl,A,2020-05-10,2,HH1498402
nl,A,2020-05-09,2,HH1498702
nl,A,2020-05-10,2,HH1498802
nl,A,2020-05-10,2,HH1499102
nl,A,2020-05-11,2,HH1499202
nl,A,2020-05-10,2,HH1499302
nl,A,2020-05-07,2,HH1499402
nl,A,2020-05-08,2,HH1499502
nl,A,2020-05-10,2,HH1499602
nl,A,2020-05-08,2,HH1499702
nl,A,2020-05-10,2,HH1499902
nl,A,2020-05-11,2,HH1500102
nl,A,2020-05-11,2,HH1500302
nl,A,2020-05-07,2,HH1500402
nl,A,2020-05-08,2,HH1500602
nl,A,2020-05-08,2,HH1500702
nl,A,2020-05-10,2,HH1500802
nl,A,2020-05-11,2,HH1501002
nl,A,2020-05-10,2,HH1501102
nl,A,2020-05-10,2,HH1501202
nl,A,2020-05-10,2,HH1501302
nl,A,2020-05-10,2,HH1501402
nl,A,2020-05-10,2,HH1501502
nl,A,2020-05-07,2,HH1501602
nl,A,2020-05-08,2,HH1501702
nl,A,2020-05-10,2,HH1501902
nl,A,2020-05-10,2,HH1502002
nl,A,2020-05-10,2,HH1502102
nl,A,2020-05-10,2,HH1502202
nl,A,2020-05-09,2,HH1502302
nl,A,2020-05-11,2,HH1502502
nl,A,2020-05-09,2,HH1502602
nl,A,2020-05-10,2,HH1502702
nl,A,2020-05-07,2,HH1502802
nl,A,2020-05-10,2,HH1502902
nl,A,2020-05-10,2,HH1503102
nl,A,2020-05-10,2,HH1503202
nl,A,2020-05-10,2,HH1503302
nl,A,2020-05-10,2,HH1503402
nl,A,2020-05-07,2,HH1503502
nl,A,2020-05-10,2,HH1503602
nl,A,2020-05-10,2,HH1504002
nl,A,2020-05-10,2,HH1504102
nl,A,2020-05-11,2,HH1504202
nl,A,2020-05-07,2,HH1504302
nl,A,2020-05-07,2,HH1504402
nl,A,2020-05-10,2,HH1504502
nl,A,2020-05-10,2,HH1504602
nl,A,2020-05-09,2,HH1504902
nl,A,2020-05-11,2,HH1505002
nl,A,2020-05-08,2,HH1505202
nl,A,2020-05-10,2,HH1505302
nl,A,2020-05-07,2,HH1505402
nl,A,2020-05-11,2,HH1505502
nl,A,2020-05-10,2,HH1505602
nl,A,2020-05-11,2,HH1505702
nl,A,2020-05-10,2,HH1505802
nl,A,2020-05-10,2,HH1506002
nl,A,2020-05-10,2,HH1506102
nl,A,2020-05-09,2,HH1506302
nl,A,2020-05-10,2,HH1506402
nl,A,2020-05-10,2,HH1506502
nl,A,2020-05-10,2,HH1506702
nl,A,2020-05-10,2,HH1506802
nl,A,2020-05-10,2,HH1506902
nl,A,2020-05-10,2,HH1507002
nl,A,2020-05-10,2,HH1507202
nl,A,2020-05-10,2,HH1507302
nl,A,2020-05-11,2,HH1507402
nl,A,2020-05-10,2,HH1507502
nl,A,2020-05-10,2,HH1507602
nl,A,2020-05-10,2,HH1507802
nl,A,2020-05-10,2,HH1507902
nl,A,2020-05-10,2,HH1508002
nl,A,2020-05-10,2,HH1508302
nl,A,2020-05-10,2,HH1508402
nl,A,2020-05-07,2,HH1508602
nl,A,2020-05-10,2,HH1508702
nl,A,2020-05-10,2,HH1508902
nl,A,2020-05-13,2,HH1509002
nl,A,2020-05-10,2,HH1509102
nl,A,2020-05-10,2,HH1509202
nl,A,2020-05-07,2,HH1509302
nl,A,2020-05-10,2,HH1509402
nl,A,2020-05-10,2,HH1509702
nl,A,2020-05-11,2,HH1509802
nl,A,2020-05-11,2,HH1509902
nl,A,2020-05-10,2,HH1510002
nl,A,2020-05-07,2,HH1510202
nl,A,2020-05-10,2,HH1510302
nl,A,2020-05-10,2,HH1510402
nl,A,2020-05-10,2,HH1510502
nl,A,2020-05-12,2,HH1510602
nl,A,2020-05-10,2,HH1510702
nl,A,2020-05-10,2,HH1510802
nl,A,2020-05-10,2,HH1510902
nl,A,2020-05-08,2,HH1511002
nl,A,2020-05-10,2,HH1511102
nl,A,2020-05-10,2,HH1511202
nl,A,2020-05-10,2,HH1511302
nl,A,2020-05-10,2,HH1511402
nl,A,2020-05-08,2,HH1511502
nl,A,2020-05-11,2,HH1511602
nl,A,2020-05-10,2,HH1511702
nl,A,2020-05-07,2,HH1511802
nl,A,2020-05-10,2,HH1511902
nl,A,2020-05-10,2,HH1512002
nl,A,2020-05-10,2,HH1512202
nl,A,2020-05-11,2,HH1512302
nl,A,2020-05-07,2,HH1512402
nl,A,2020-05-10,2,HH1512502
nl,A,2020-05-07,2,HH1512602
nl,A,2020-05-10,2,HH1512702
nl,A,2020-05-10,2,HH1512802
nl,A,2020-05-11,2,HH1512902
nl,A,2020-05-10,2,HH1513002
nl,A,2020-05-10,2,HH1513102
nl,A,2020-05-11,2,HH1513202
nl,A,2020-05-10,2,HH1513302
nl,A,2020-05-10,2,HH1513402
nl,A,2020-05-12,2,HH1513502
nl,A,2020-05-10,2,HH1513602
nl,A,2020-05-11,2,HH1513702
nl,A,2020-05-10,2,HH1513802
nl,A,2020-05-10,2,HH1513902
nl,A,2020-05-10,2,HH1514102
nl,A,2020-05-10,2,HH1514202
nl,A,2020-05-07,2,HH1514302
nl,A,2020-05-12,2,HH1514402
nl,A,2020-05-07,2,HH1514502
nl,A,2020-05-07,2,HH1514602
nl,A,2020-05-07,2,HH1514702
nl,A,2020-05-11,2,HH1514802
nl,A,2020-05-07,2,HH1514902
nl,A,2020-05-10,2,HH1515002
nl,A,2020-05-07,2,HH1515202
nl,A,2020-05-08,2,HH1515302
nl,A,2020-05-13,2,HH1515502
nl,A,2020-05-10,2,HH1515602
nl,A,2020-05-11,2,HH1515702
nl,A,2020-05-08,2,HH1515902
nl,A,2020-05-07,2,HH1516002
nl,A,2020-05-07,2,HH1516102
nl,A,2020-05-07,2,HH1516202
nl,A,2020-05-07,2,HH1516302
nl,A,2020-05-11,2,HH1516402
nl,A,2020-05-10,2,HH1516502
nl,A,2020-05-10,2,HH1516802
nl,A,2020-05-11,2,HH1516902
nl,A,2020-05-09,2,HH1517002
nl,A,2020-05-10,2,HH1517102
nl,A,2020-05-11,2,HH1517302
nl,A,2020-05-11,2,HH1517402
nl,A,2020-05-10,2,HH1517502
nl,A,2020-05-08,2,HH1517602
nl,A,2020-05-07,2,HH1517702
nl,A,2020-05-08,2,HH1517802
nl,A,2020-05-10,2,HH1517902
nl,A,2020-05-07,2,HH1518202
nl,A,2020-05-10,2,HH1518302
nl,A,2020-05-11,2,HH1518502
nl,A,2020-05-08,2,HH1518602
nl,A,2020-05-10,2,HH1518702
nl,A,2020-05-12,2,HH1518802
nl,A,2020-05-10,2,HH1518902
nl,A,2020-05-07,2,HH1519002
nl,A,2020-05-07,2,HH1519102
nl,A,2020-05-10,2,HH1519202
nl,A,2020-05-10,2,HH1519302
nl,A,2020-05-10,2,HH1519402
nl,A,2020-05-10,2,HH1519602
nl,A,2020-05-07,2,HH1519702
nl,A,2020-05-10,2,HH1519902
nl,A,2020-05-11,2,HH1520002
nl,A,2020-05-07,2,HH1520102
nl,A,2020-05-09,2,HH1520202
nl,A,2020-05-07,2,HH1520302
nl,A,2020-05-11,2,HH1520502
nl,A,2020-05-10,2,HH1520902
nl,A,2020-05-07,2,HH1521002
nl,A,2020-05-10,2,HH1521202
nl,A,2020-05-10,2,HH1521502
nl,A,2020-05-07,2,HH1521602
nl,A,2020-05-11,2,HH1521802
nl,A,2020-05-10,2,HH1521902
nl,A,2020-05-07,2,HH1522402
nl,A,2020-05-08,2,HH1522502
nl,A,2020-05-13,2,HH1522602
nl,A,2020-05-09,2,HH1522702
nl,A,2020-05-10,2,HH1522902
nl,A,2020-05-10,2,HH1523002
nl,A,2020-05-10,2,HH1523102
nl,A,2020-05-10,2,HH1523502
nl,A,2020-05-07,2,HH1523702
nl,A,2020-05-10,2,HH1524002
nl,A,2020-05-07,2,HH1524202
nl,A,2020-05-10,2,HH1524302
nl,A,2020-05-08,2,HH1524402
nl,A,2020-05-10,2,HH1524602
nl,A,2020-05-10,2,HH1524902
nl,A,2020-05-11,2,HH1525002
nl,A,2020-05-10,2,HH1525102
nl,A,2020-05-08,2,HH1525202
nl,A,2020-05-14,2,HH1525302
nl,A,2020-05-11,2,HH1525502
nl,A,2020-05-08,2,HH1525702
nl,A,2020-05-10,2,HH1525802
nl,A,2020-05-10,2,HH1526002
nl,A,2020-05-10,2,HH1526102
nl,A,2020-05-10,2,HH1526202
nl,A,2020-05-10,2,HH1526502
nl,A,2020-05-10,2,HH1526602
nl,A,2020-05-11,2,HH1526702
nl,A,2020-05-10,2,HH1526802
nl,A,2020-05-09,2,HH1526902
nl,A,2020-05-10,2,HH1527002
nl,A,2020-05-11,2,HH1527202
nl,A,2020-05-11,2,HH1527302
nl,A,2020-05-10,2,HH1527502
nl,A,2020-05-10,2,HH1527602
nl,A,2020-05-10,2,HH1527902
nl,A,2020-05-10,2,HH1528002
nl,A,2020-05-07,2,HH1528102
nl,A,2020-05-07,2,HH1528202
nl,A,2020-05-10,2,HH1528302
nl,A,2020-05-10,2,HH1528402
nl,A,2020-05-10,2,HH1528502
nl,A,2020-05-10,2,HH1528602
nl,A,2020-05-08,2,HH1528702
nl,A,2020-05-09,2,HH1528802
nl,A,2020-05-07,2,HH1529202
nl,A,2020-05-09,2,HH1529302
nl,A,2020-05-10,2,HH1529402
nl,A,2020-05-07,2,HH1529502
nl,A,2020-05-11,2,HH1529702
nl,A,2020-05-10,2,HH1529802
nl,A,2020-05-07,2,HH1529902
nl,A,2020-05-10,2,HH1530202
nl,A,2020-05-07,2,HH1530302
nl,A,2020-05-10,2,HH1530402
nl,A,2020-05-07,2,HH1530502
nl,A,2020-05-10,2,HH1530602
nl,A,2020-05-07,2,HH1530802
nl,A,2020-05-10,2,HH1530902
nl,A,2020-05-10,2,HH1531002
nl,A,2020-05-10,2,HH1531102
nl,A,2020-05-09,2,HH1531202
nl,A,2020-05-10,2,HH1531402
nl,A,2020-05-10,2,HH1531502
nl,A,2020-05-11,2,HH1531702
nl,A,2020-05-10,2,HH1531802
nl,A,2020-05-11,2,HH1532002
nl,A,2020-05-11,2,HH1532102
nl,A,2020-05-07,2,HH1532202
nl,A,2020-05-10,2,HH1532402
nl,A,2020-05-10,2,HH1532502
nl,A,2020-05-12,2,HH1532602
nl,A,2020-05-11,2,HH1532702
nl,A,2020-05-10,2,HH1532802
nl,A,2020-05-10,2,HH1532902
nl,A,2020-05-12,2,HH1533002
nl,A,2020-05-11,2,HH1533102
nl,A,2020-05-12,2,HH1533202
nl,A,2020-05-07,2,HH1533302
nl,A,2020-05-08,2,HH1533502
nl,A,2020-05-09,2,HH1533702
nl,A,2020-05-11,2,HH1533902
nl,A,2020-05-07,2,HH1534002
nl,A,2020-05-10,2,HH1534102
nl,A,2020-05-08,2,HH1534202
nl,A,2020-05-11,2,HH1534302
nl,A,2020-05-10,2,HH1534502
nl,A,2020-05-08,2,HH1534702
nl,A,2020-05-07,2,HH1534802
nl,A,2020-05-11,2,HH1534902
nl,A,2020-05-10,2,HH1535002
nl,A,2020-05-11,2,HH1535302
nl,A,2020-05-07,2,HH1535402
nl,A,2020-05-11,2,HH1535502
nl,A,2020-05-11,2,HH1535602
nl,A,2020-05-08,2,HH1535702
nl,A,2020-05-10,2,HH1535802
nl,A,2020-05-12,2,HH1535902
nl,A,2020-05-07,2,HH1536002
nl,A,2020-05-10,2,HH1536102
nl,A,2020-05-07,2,HH1536302
nl,A,2020-05-10,2,HH1536402
nl,A,2020-05-10,2,HH1536602
nl,A,2020-05-10,2,HH1536702
nl,A,2020-05-10,2,HH1536802
nl,A,2020-05-10,2,HH1537102
nl,A,2020-05-10,2,HH1537202
nl,A,2020-05-10,2,HH1537302
nl,A,2020-05-07,2,HH1537402
nl,A,2020-05-10,2,HH1537502
nl,A,2020-05-07,2,HH1537602
