"part_id","cont_id","Selected","far","p1 know","p2 know"
"15_3_5_6_132_3","15_3_5_6_132_3_3",1,1,NA,1
"15_3_5_6_132_3","15_3_5_6_132_3_4",NA,1,1,1
"15_3_5_6_132_3","15_3_5_6_132_3_5",NA,1,1,1
"15_3_5_6_132_3","15_3_5_6_132_3_6",2,1,1,NA
"15_3_5_6_132_4","15_3_5_6_132_4_1",2,1,1,NA
"15_3_5_6_132_4","15_3_5_6_132_4_2",NA,1,1,1
"15_3_5_6_132_4","15_3_5_6_132_4_3",NA,1,1,1
"15_3_5_6_132_4","15_3_5_6_132_4_4",1,1,NA,1
"15_3_5_6_132_4","15_3_5_6_132_4_5",NA,3,3,2
"15_3_5_6_132_4","15_3_5_6_132_4_6",NA,3,3,2
"15_3_5_6_132_4","15_3_5_6_132_4_7",NA,3,3,2
"15_3_5_6_132_5","15_3_5_6_132_5_1",NA,1,1,1
"15_3_5_6_132_5","15_3_5_6_132_5_2",2,1,1,NA
"15_3_5_6_132_5","15_3_5_6_132_5_3",NA,1,1,1
"15_3_5_6_132_5","15_3_5_6_132_5_4",NA,1,1,1
"15_3_5_6_132_5","15_3_5_6_132_5_5",1,1,NA,1
"15_3_5_6_132_5","15_3_5_6_132_5_6",NA,1,1,1
"15_3_5_6_132_6","15_3_5_6_132_6_1",NA,1,1,1
"15_3_5_6_132_6","15_3_5_6_132_6_2",2,1,1,NA
"15_3_5_6_132_6","15_3_5_6_132_6_3",NA,1,1,1
"15_3_5_6_132_6","15_3_5_6_132_6_4",NA,1,1,1
"15_3_5_6_132_6","15_3_5_6_132_6_5",NA,1,1,1
"15_3_5_6_132_6","15_3_5_6_132_6_6",1,1,NA,1
"15_3_5_6_132_6","15_3_5_6_132_6_7",NA,1,1,1
"15_3_5_6_132_6","15_3_5_6_132_6_8",NA,1,1,1
"15_3_5_6_132_7","15_3_5_6_132_7_1",2,1,1,NA
"15_3_5_6_132_7","15_3_5_6_132_7_2",NA,1,1,1
"15_3_5_6_132_7","15_3_5_6_132_7_3",1,1,NA,1
"15_3_5_6_132_7","15_3_5_6_132_7_4",NA,1,1,1
"15_3_5_6_132_8","15_3_5_6_132_8_1",2,1,1,NA
"15_3_5_6_132_8","15_3_5_6_132_8_2",NA,1,1,1
"15_3_5_6_132_8","15_3_5_6_132_8_3",1,1,NA,1
"15_3_5_6_132_8","15_3_5_6_132_8_4",NA,1,1,1
"15_3_5_6_132_8","15_3_5_6_132_8_5",NA,1,1,1
"15_3_5_6_132_9","15_3_5_6_132_9_1",NA,1,1,1
"15_3_5_6_132_9","15_3_5_6_132_9_2",NA,1,2,2
"15_3_5_6_132_9","15_3_5_6_132_9_3",1,2,NA,1
"15_3_5_6_132_9","15_3_5_6_132_9_4",NA,2,1,1
"15_3_5_6_132_9","15_3_5_6_132_9_5",NA,2,1,1
"15_3_5_6_132_9","15_3_5_6_132_9_6",2,2,1,NA
"15_3_5_6_132_10","15_3_5_6_132_10_1",1,1,NA,1
"15_3_5_6_132_10","15_3_5_6_132_10_2",NA,1,1,1
"15_3_5_6_132_10","15_3_5_6_132_10_3",NA,1,1,1
"15_3_5_6_132_10","15_3_5_6_132_10_4",NA,1,1,1
"15_3_5_6_132_10","15_3_5_6_132_10_5",NA,1,1,1
"15_3_5_6_132_10","15_3_5_6_132_10_6",2,1,1,NA
"15_3_5_6_132_10","15_3_5_6_132_10_7",NA,1,1,1
"15_3_5_6_132_10","15_3_5_6_132_10_8",NA,1,1,1
"15_3_5_6_132_10","15_3_5_6_132_10_9",NA,1,1,1
"15_3_5_6_132_11","15_3_5_6_132_11_1",2,1,1,NA
"15_3_5_6_132_11","15_3_5_6_132_11_2",NA,1,1,1
"15_3_5_6_132_11","15_3_5_6_132_11_3",1,1,NA,1
"15_3_5_6_132_11","15_3_5_6_132_11_4",NA,1,1,1
"15_3_5_6_132_12","15_3_5_6_132_12_1",NA,1,1,1
"15_3_5_6_132_12","15_3_5_6_132_12_2",2,1,1,NA
"15_3_5_6_132_12","15_3_5_6_132_12_3",NA,1,1,1
"15_3_5_6_132_12","15_3_5_6_132_12_4",NA,1,1,1
"15_3_5_6_132_12","15_3_5_6_132_12_5",1,2,NA,1
"15_3_5_6_132_12","15_3_5_6_132_12_6",NA,2,1,1
"15_3_5_6_132_12","15_3_5_6_132_12_7",NA,1,2,1
"15_3_5_6_132_13","15_3_5_6_132_13_1",NA,1,2,2
"15_3_5_6_132_13","15_3_5_6_132_13_2",NA,1,2,2
"15_3_5_6_132_13","15_3_5_6_132_13_3",2,1,2,NA
"15_3_5_6_132_13","15_3_5_6_132_13_4",NA,2,1,2
"15_3_5_6_132_13","15_3_5_6_132_13_5",NA,2,1,3
"15_3_5_6_132_13","15_3_5_6_132_13_6",NA,2,1,3
"15_3_5_6_132_13","15_3_5_6_132_13_7",NA,2,1,2
"15_3_5_6_132_13","15_3_5_6_132_13_8",NA,2,1,3
"15_3_5_6_132_13","15_3_5_6_132_13_9",NA,2,1,3
"15_3_5_6_132_13","15_3_5_6_132_13_10",NA,2,1,3
"15_3_5_6_132_13","15_3_5_6_132_13_11",NA,2,1,3
"15_3_5_6_132_13","15_3_5_6_132_13_12",NA,2,1,3
"15_3_5_6_132_13","15_3_5_6_132_13_13",1,2,NA,2
"15_3_5_6_132_13","15_3_5_6_132_13_14",NA,2,1,3
"15_3_5_6_132_13","15_3_5_6_132_13_15",NA,2,1,3
"15_3_5_6_132_13","15_3_5_6_132_13_16",NA,2,1,2
"15_3_5_6_132_13","15_3_5_6_132_13_17",NA,2,1,2
"15_3_5_6_132_13","15_3_5_6_132_13_18",NA,1,3,1
"15_3_5_6_132_13","15_3_5_6_132_13_19",NA,1,3,1
"15_3_5_6_132_13","15_3_5_6_132_13_20",NA,1,3,1
"15_3_5_6_132_13","15_3_5_6_132_13_21",NA,1,3,1
"15_3_5_6_132_14","15_3_5_6_132_14_1",NA,1,1,2
"15_3_5_6_132_14","15_3_5_6_132_14_2",1,1,NA,2
"15_3_5_6_132_14","15_3_5_6_132_14_3",NA,1,1,3
"15_3_5_6_132_14","15_3_5_6_132_14_4",NA,2,2,1
"15_3_5_6_132_14","15_3_5_6_132_14_5",NA,2,2,1
"15_3_5_6_132_14","15_3_5_6_132_14_6",NA,2,2,1
"15_3_5_6_132_14","15_3_5_6_132_14_7",NA,2,2,1
"15_3_5_6_132_14","15_3_5_6_132_14_8",2,2,2,NA
"15_3_5_6_132_14","15_3_5_6_132_14_9",NA,2,1,1
"15_3_5_6_132_14","15_3_5_6_132_14_10",NA,2,1,1
"15_3_5_6_132_14","15_3_5_6_132_14_11",NA,2,1,1
"15_3_5_6_132_14","15_3_5_6_132_14_12",NA,2,2,1
"3_4_7_11_136_1","3_4_7_11_136_1_1",1,1,NA,1
"3_4_7_11_136_1","3_4_7_11_136_1_2",NA,1,1,1
"3_4_7_11_136_1","3_4_7_11_136_1_3",NA,1,1,1
"3_4_7_11_136_1","3_4_7_11_136_1_4",2,1,1,NA
"3_4_7_11_136_1","3_4_7_11_136_1_5",NA,1,1,1
"3_4_7_11_136_1","3_4_7_11_136_1_6",NA,1,1,1
"3_4_7_11_136_2","3_4_7_11_136_2_1",NA,1,1,1
"3_4_7_11_136_2","3_4_7_11_136_2_2",1,1,NA,1
"3_4_7_11_136_2","3_4_7_11_136_2_3",NA,1,1,1
"3_4_7_11_136_2","3_4_7_11_136_2_4",NA,1,1,1
"3_4_7_11_136_2","3_4_7_11_136_2_5",2,1,1,NA
"3_4_7_11_136_3","3_4_7_11_136_3_1",NA,1,1,1
"3_4_7_11_136_3","3_4_7_11_136_3_2",NA,1,2,2
"3_4_7_11_136_3","3_4_7_11_136_3_3",1,1,NA,2
"3_4_7_11_136_3","3_4_7_11_136_3_4",NA,1,1,1
"3_4_7_11_136_3","3_4_7_11_136_3_5",NA,1,1,1
"3_4_7_11_136_3","3_4_7_11_136_3_6",2,1,2,NA
"3_4_7_11_136_4","3_4_7_11_136_4_1",2,1,1,NA
"3_4_7_11_136_4","3_4_7_11_136_4_2",NA,1,1,1
"3_4_7_11_136_4","3_4_7_11_136_4_3",NA,1,1,1
"3_4_7_11_136_4","3_4_7_11_136_4_4",1,1,NA,1
"3_4_7_11_136_4","3_4_7_11_136_4_5",NA,1,1,1
"3_4_7_11_136_4","3_4_7_11_136_4_6",NA,1,1,1
"3_4_7_11_136_4","3_4_7_11_136_4_7",NA,1,1,1
"3_4_7_11_136_5","3_4_7_11_136_5_1",2,1,1,NA
"3_4_7_11_136_5","3_4_7_11_136_5_2",NA,1,1,1
"3_4_7_11_136_5","3_4_7_11_136_5_3",NA,1,2,1
"3_4_7_11_136_5","3_4_7_11_136_5_4",NA,1,2,2
"3_4_7_11_136_5","3_4_7_11_136_5_5",1,1,NA,1
"3_4_7_11_136_5","3_4_7_11_136_5_6",NA,1,1,2
"3_4_7_11_136_5","3_4_7_11_136_5_7",NA,1,1,1
"3_4_7_11_136_5","3_4_7_11_136_5_8",NA,1,1,1
"3_4_7_11_136_5","3_4_7_11_136_5_9",NA,1,1,1
"3_4_7_11_136_6","3_4_7_11_136_6_1",NA,1,2,1
"3_4_7_11_136_6","3_4_7_11_136_6_2",2,1,2,NA
"3_4_7_11_136_6","3_4_7_11_136_6_3",NA,1,2,1
"3_4_7_11_136_6","3_4_7_11_136_6_4",NA,2,1,2
"3_4_7_11_136_6","3_4_7_11_136_6_5",NA,1,1,2
"3_4_7_11_136_6","3_4_7_11_136_6_6",1,2,NA,2
"3_4_7_11_136_6","3_4_7_11_136_6_7",NA,2,2,2
"3_4_7_11_136_6","3_4_7_11_136_6_8",NA,2,1,2
"3_4_7_11_136_7","3_4_7_11_136_7_1",NA,1,1,1
"3_4_7_11_136_7","3_4_7_11_136_7_2",NA,1,1,1
"3_4_7_11_136_7","3_4_7_11_136_7_3",2,1,1,NA
"3_4_7_11_136_7","3_4_7_11_136_7_4",NA,2,1,1
"3_4_7_11_136_7","3_4_7_11_136_7_5",NA,1,1,1
"3_4_7_11_136_7","3_4_7_11_136_7_6",NA,1,1,1
"3_4_7_11_136_7","3_4_7_11_136_7_7",1,2,NA,1
"3_4_7_11_136_7","3_4_7_11_136_7_8",NA,2,1,1
"3_4_7_11_136_7","3_4_7_11_136_7_9",NA,2,1,1
"3_4_7_11_136_8","3_4_7_11_136_8_1",NA,1,2,1
"3_4_7_11_136_8","3_4_7_11_136_8_2",NA,1,2,1
"3_4_7_11_136_8","3_4_7_11_136_8_3",NA,1,2,1
"3_4_7_11_136_8","3_4_7_11_136_8_4",2,1,2,NA
"3_4_7_11_136_8","3_4_7_11_136_8_5",NA,2,1,2
"3_4_7_11_136_8","3_4_7_11_136_8_6",NA,2,1,2
"3_4_7_11_136_8","3_4_7_11_136_8_7",NA,2,1,2
"3_4_7_11_136_8","3_4_7_11_136_8_8",1,2,NA,2
"3_4_7_11_136_8","3_4_7_11_136_8_9",NA,2,1,2
"3_4_7_11_136_9","3_4_7_11_136_9_1",1,1,NA,2
"3_4_7_11_136_9","3_4_7_11_136_9_2",NA,1,1,2
"3_4_7_11_136_9","3_4_7_11_136_9_3",NA,1,1,2
"3_4_7_11_136_9","3_4_7_11_136_9_4",NA,1,1,2
"3_4_7_11_136_9","3_4_7_11_136_9_5",2,1,2,NA
"3_4_7_11_136_9","3_4_7_11_136_9_6",NA,1,1,2
"3_4_7_11_136_9","3_4_7_11_136_9_7",NA,1,1,2
"3_4_7_11_136_9","3_4_7_11_136_9_8",NA,1,1,2
"3_4_7_11_136_10","3_4_7_11_136_10_1",NA,1,1,1
"3_4_7_11_136_10","3_4_7_11_136_10_2",NA,1,1,1
"3_4_7_11_136_10","3_4_7_11_136_10_3",NA,1,1,1
"3_4_7_11_136_10","3_4_7_11_136_10_4",2,1,1,NA
"3_4_7_11_136_10","3_4_7_11_136_10_5",NA,1,1,1
"3_4_7_11_136_10","3_4_7_11_136_10_6",NA,1,1,1
"3_4_7_11_136_10","3_4_7_11_136_10_7",NA,1,1,1
"3_4_7_11_136_10","3_4_7_11_136_10_8",NA,1,1,1
"3_4_7_11_136_10","3_4_7_11_136_10_9",NA,1,1,1
"3_4_7_11_136_10","3_4_7_11_136_10_10",1,1,NA,1
"3_4_7_11_136_10","3_4_7_11_136_10_11",NA,1,1,1
"3_4_7_11_136_10","3_4_7_11_136_10_12",NA,1,1,1
"3_4_7_11_136_11","3_4_7_11_136_11_1",NA,1,1,1
"3_4_7_11_136_11","3_4_7_11_136_11_2",1,1,NA,1
"3_4_7_11_136_11","3_4_7_11_136_11_3",NA,1,1,1
"3_4_7_11_136_11","3_4_7_11_136_11_4",NA,1,1,1
"3_4_7_11_136_11","3_4_7_11_136_11_5",NA,1,1,1
"3_4_7_11_136_11","3_4_7_11_136_11_6",NA,1,1,1
"3_4_7_11_136_11","3_4_7_11_136_11_7",2,1,1,NA
"3_4_7_11_136_11","3_4_7_11_136_11_8",NA,1,1,1
"3_4_7_11_136_11","3_4_7_11_136_11_9",NA,1,1,1
"3_4_7_11_136_12","3_4_7_11_136_12_1",NA,1,2,2
"3_4_7_11_136_12","3_4_7_11_136_12_2",NA,1,2,2
"3_4_7_11_136_12","3_4_7_11_136_12_3",NA,2,1,1
"3_4_7_11_136_12","3_4_7_11_136_12_4",1,2,NA,1
"3_4_7_11_136_12","3_4_7_11_136_12_5",NA,2,1,1
"3_4_7_11_136_12","3_4_7_11_136_12_6",NA,2,1,1
"3_4_7_11_136_12","3_4_7_11_136_12_7",NA,2,1,1
"3_4_7_11_136_12","3_4_7_11_136_12_8",2,2,1,NA
"3_4_7_11_136_13","3_4_7_11_136_13_1",1,1,NA,1
"3_4_7_11_136_13","3_4_7_11_136_13_2",NA,1,1,1
"3_4_7_11_136_13","3_4_7_11_136_13_3",NA,1,1,1
"3_4_7_11_136_13","3_4_7_11_136_13_4",NA,1,1,1
"3_4_7_11_136_13","3_4_7_11_136_13_5",NA,1,1,1
"3_4_7_11_136_13","3_4_7_11_136_13_6",NA,1,1,1
"3_4_7_11_136_13","3_4_7_11_136_13_7",2,1,1,NA
"3_4_7_11_136_13","3_4_7_11_136_13_8",NA,1,1,1
"3_4_7_11_136_13","3_4_7_11_136_13_9",NA,1,1,1
"3_4_7_11_136_13","3_4_7_11_136_13_10",NA,1,1,1
"3_4_7_11_136_13","3_4_7_11_136_13_11",NA,2,2,2
"3_4_7_11_136_13","3_4_7_11_136_13_12",NA,2,2,2
"3_4_7_11_136_14","3_4_7_11_136_14_1",NA,1,1,1
"3_4_7_11_136_14","3_4_7_11_136_14_2",1,1,NA,1
"3_4_7_11_136_14","3_4_7_11_136_14_3",NA,1,1,1
"3_4_7_11_136_14","3_4_7_11_136_14_4",NA,1,1,1
"3_4_7_11_136_14","3_4_7_11_136_14_5",2,1,1,NA
"3_4_7_11_136_14","3_4_7_11_136_14_6",NA,1,1,1
"12_2_3_7_137_1","12_2_3_7_137_1_1",1,1,NA,1
"12_2_3_7_137_1","12_2_3_7_137_1_2",NA,1,1,1
"12_2_3_7_137_1","12_2_3_7_137_1_3",NA,1,1,1
"12_2_3_7_137_1","12_2_3_7_137_1_4",NA,1,1,1
"12_2_3_7_137_1","12_2_3_7_137_1_5",2,1,1,NA
"12_2_3_7_137_1","12_2_3_7_137_1_6",NA,2,1,1
"12_2_3_7_137_1","12_2_3_7_137_1_7",NA,2,1,1
"12_2_3_7_137_1","12_2_3_7_137_1_8",NA,2,1,1
"12_2_3_7_137_2","12_2_3_7_137_2_1",NA,1,1,1
"12_2_3_7_137_2","12_2_3_7_137_2_2",1,1,NA,2
"12_2_3_7_137_2","12_2_3_7_137_2_3",NA,1,1,2
"12_2_3_7_137_2","12_2_3_7_137_2_4",NA,1,1,2
"12_2_3_7_137_2","12_2_3_7_137_2_5",NA,2,2,1
"12_2_3_7_137_2","12_2_3_7_137_2_6",NA,2,2,1
"12_2_3_7_137_2","12_2_3_7_137_2_7",NA,2,2,2
"12_2_3_7_137_2","12_2_3_7_137_2_8",2,2,2,NA
"12_2_3_7_137_2","12_2_3_7_137_2_9",NA,2,1,1
"12_2_3_7_137_2","12_2_3_7_137_2_10",NA,1,1,1
"12_2_3_7_137_2","12_2_3_7_137_2_11",NA,1,1,2
"12_2_3_7_137_2","12_2_3_7_137_2_12",NA,1,2,2
"12_2_3_7_137_3","12_2_3_7_137_3_1",NA,1,1,1
"12_2_3_7_137_3","12_2_3_7_137_3_2",NA,1,1,1
"12_2_3_7_137_3","12_2_3_7_137_3_3",1,1,NA,1
"12_2_3_7_137_3","12_2_3_7_137_3_4",NA,1,1,1
"12_2_3_7_137_3","12_2_3_7_137_3_5",NA,1,1,1
"12_2_3_7_137_3","12_2_3_7_137_3_6",NA,1,1,1
"12_2_3_7_137_3","12_2_3_7_137_3_7",2,1,1,NA
"12_2_3_7_137_3","12_2_3_7_137_3_8",NA,1,1,1
"12_2_3_7_137_4","12_2_3_7_137_4_1",NA,1,1,1
"12_2_3_7_137_4","12_2_3_7_137_4_2",NA,1,1,1
"12_2_3_7_137_4","12_2_3_7_137_4_3",NA,1,1,1
"12_2_3_7_137_4","12_2_3_7_137_4_4",1,1,NA,1
"12_2_3_7_137_4","12_2_3_7_137_4_5",NA,1,1,1
"12_2_3_7_137_4","12_2_3_7_137_4_6",NA,1,1,1
"12_2_3_7_137_4","12_2_3_7_137_4_7",NA,1,1,1
"12_2_3_7_137_4","12_2_3_7_137_4_8",2,1,1,NA
"12_2_3_7_137_5","12_2_3_7_137_5_1",NA,1,1,1
"12_2_3_7_137_5","12_2_3_7_137_5_2",NA,1,1,1
"12_2_3_7_137_5","12_2_3_7_137_5_3",NA,1,1,2
"12_2_3_7_137_5","12_2_3_7_137_5_4",NA,1,1,1
"12_2_3_7_137_5","12_2_3_7_137_5_5",1,1,NA,2
"12_2_3_7_137_5","12_2_3_7_137_5_6",NA,1,1,2
"12_2_3_7_137_5","12_2_3_7_137_5_7",NA,2,2,2
"12_2_3_7_137_5","12_2_3_7_137_5_8",NA,2,2,2
"12_2_3_7_137_5","12_2_3_7_137_5_9",NA,2,2,2
"12_2_3_7_137_5","12_2_3_7_137_5_10",NA,2,1,2
"12_2_3_7_137_5","12_2_3_7_137_5_11",2,2,2,NA
"12_2_3_7_137_6","12_2_3_7_137_6_1",NA,1,2,3
"12_2_3_7_137_6","12_2_3_7_137_6_2",NA,1,2,3
"12_2_3_7_137_6","12_2_3_7_137_6_3",NA,1,3,3
"12_2_3_7_137_6","12_2_3_7_137_6_4",NA,2,1,2
"12_2_3_7_137_6","12_2_3_7_137_6_5",NA,2,1,2
"12_2_3_7_137_6","12_2_3_7_137_6_6",1,2,NA,2
"12_2_3_7_137_6","12_2_3_7_137_6_7",NA,2,1,3
"12_2_3_7_137_6","12_2_3_7_137_6_8",NA,2,1,3
"12_2_3_7_137_6","12_2_3_7_137_6_9",NA,2,1,3
"12_2_3_7_137_6","12_2_3_7_137_6_10",NA,2,1,3
"12_2_3_7_137_6","12_2_3_7_137_6_11",NA,2,2,1
"12_2_3_7_137_6","12_2_3_7_137_6_12",2,2,2,NA
"12_2_3_7_137_7","12_2_3_7_137_7_1",2,1,2,NA
"12_2_3_7_137_7","12_2_3_7_137_7_2",NA,1,2,1
"12_2_3_7_137_7","12_2_3_7_137_7_3",NA,1,2,1
"12_2_3_7_137_7","12_2_3_7_137_7_4",NA,2,1,1
"12_2_3_7_137_7","12_2_3_7_137_7_5",NA,2,1,1
"12_2_3_7_137_7","12_2_3_7_137_7_6",NA,2,1,1
"12_2_3_7_137_7","12_2_3_7_137_7_7",1,2,NA,2
"12_2_3_7_137_7","12_2_3_7_137_7_8",NA,2,2,2
"12_2_3_7_137_7","12_2_3_7_137_7_9",NA,2,2,2
"12_2_3_7_137_7","12_2_3_7_137_7_10",NA,2,2,1
"12_2_3_7_137_7","12_2_3_7_137_7_11",NA,2,1,2
"12_2_3_7_137_7","12_2_3_7_137_7_12",NA,2,2,1
"12_2_3_7_137_8","12_2_3_7_137_8_1",1,1,NA,2
"12_2_3_7_137_8","12_2_3_7_137_8_2",NA,1,1,1
"12_2_3_7_137_8","12_2_3_7_137_8_3",NA,1,2,2
"12_2_3_7_137_8","12_2_3_7_137_8_4",NA,1,2,2
"12_2_3_7_137_8","12_2_3_7_137_8_5",2,1,2,NA
"12_2_3_7_137_8","12_2_3_7_137_8_6",NA,1,1,1
"12_2_3_7_137_8","12_2_3_7_137_8_7",NA,1,1,1
"12_2_3_7_137_9","12_2_3_7_137_9_1",NA,1,2,1
"12_2_3_7_137_9","12_2_3_7_137_9_2",NA,1,2,1
"12_2_3_7_137_9","12_2_3_7_137_9_3",2,1,2,NA
"12_2_3_7_137_9","12_2_3_7_137_9_4",NA,2,1,2
"12_2_3_7_137_9","12_2_3_7_137_9_5",NA,2,1,2
"12_2_3_7_137_9","12_2_3_7_137_9_6",NA,2,1,2
"12_2_3_7_137_9","12_2_3_7_137_9_7",NA,2,1,2
"12_2_3_7_137_9","12_2_3_7_137_9_8",NA,2,1,3
"12_2_3_7_137_9","12_2_3_7_137_9_9",1,2,NA,2
"12_2_3_7_137_9","12_2_3_7_137_9_10",NA,2,1,3
"12_2_3_7_137_9","12_2_3_7_137_9_11",NA,2,1,3
"12_2_3_7_137_9","12_2_3_7_137_9_12",NA,2,2,3
"12_2_3_7_137_10","12_2_3_7_137_10_1",2,1,1,NA
"12_2_3_7_137_10","12_2_3_7_137_10_2",NA,1,1,1
"12_2_3_7_137_10","12_2_3_7_137_10_3",NA,1,1,1
"12_2_3_7_137_10","12_2_3_7_137_10_4",1,1,NA,1
"12_2_3_7_137_10","12_2_3_7_137_10_5",NA,1,1,1
"12_2_3_7_137_10","12_2_3_7_137_10_6",NA,1,1,1
"12_2_3_7_137_11","12_2_3_7_137_11_1",NA,1,1,1
"12_2_3_7_137_11","12_2_3_7_137_11_2",NA,1,1,1
"12_2_3_7_137_11","12_2_3_7_137_11_3",1,1,NA,2
"12_2_3_7_137_11","12_2_3_7_137_11_4",NA,1,2,2
"12_2_3_7_137_11","12_2_3_7_137_11_5",NA,1,2,1
"12_2_3_7_137_11","12_2_3_7_137_11_6",NA,1,2,2
"12_2_3_7_137_11","12_2_3_7_137_11_7",2,1,2,NA
"12_2_3_7_137_11","12_2_3_7_137_11_8",NA,1,2,2
"12_2_3_7_137_12","12_2_3_7_137_12_1",NA,1,1,1
"12_2_3_7_137_12","12_2_3_7_137_12_2",2,1,1,NA
"12_2_3_7_137_12","12_2_3_7_137_12_3",NA,1,1,1
"12_2_3_7_137_12","12_2_3_7_137_12_4",NA,1,1,2
"12_2_3_7_137_12","12_2_3_7_137_12_5",1,1,NA,2
"12_2_3_7_137_12","12_2_3_7_137_12_6",NA,1,1,2
"12_2_3_7_137_12","12_2_3_7_137_12_7",NA,1,1,2
"12_2_3_7_137_13","12_2_3_7_137_13_1",NA,1,1,1
"12_2_3_7_137_13","12_2_3_7_137_13_2",NA,1,1,1
"12_2_3_7_137_13","12_2_3_7_137_13_3",NA,1,1,1
"12_2_3_7_137_13","12_2_3_7_137_13_4",1,1,NA,1
"12_2_3_7_137_13","12_2_3_7_137_13_5",NA,1,1,1
"12_2_3_7_137_13","12_2_3_7_137_13_6",NA,1,1,1
"12_2_3_7_137_13","12_2_3_7_137_13_7",NA,1,1,1
"12_2_3_7_137_13","12_2_3_7_137_13_8",NA,1,1,1
"12_2_3_7_137_13","12_2_3_7_137_13_9",2,1,1,NA
"12_2_3_7_137_14","12_2_3_7_137_14_1",1,1,NA,2
"12_2_3_7_137_14","12_2_3_7_137_14_2",NA,1,1,2
"12_2_3_7_137_14","12_2_3_7_137_14_3",NA,1,1,2
"12_2_3_7_137_14","12_2_3_7_137_14_4",NA,1,1,2
"12_2_3_7_137_14","12_2_3_7_137_14_5",NA,2,1,1
"12_2_3_7_137_14","12_2_3_7_137_14_6",NA,2,1,1
"12_2_3_7_137_14","12_2_3_7_137_14_7",NA,2,2,1
"12_2_3_7_137_14","12_2_3_7_137_14_8",2,2,2,NA
"12_2_3_7_137_14","12_2_3_7_137_14_9",NA,2,2,1
"12_2_3_7_137_14","12_2_3_7_137_14_10",NA,2,2,1
"12_2_3_7_137_14","12_2_3_7_137_14_11",NA,2,2,1
"12_2_3_7_137_14","12_2_3_7_137_14_12",NA,2,2,1
"12_2_3_7_137_14","12_2_3_7_137_14_13",NA,1,2,2
"17_7_1_1_138_1","17_7_1_1_138_1_1",1,1,NA,1
"17_7_1_1_138_1","17_7_1_1_138_1_2",NA,1,1,1
"17_7_1_1_138_1","17_7_1_1_138_1_3",NA,1,1,1
"17_7_1_1_138_1","17_7_1_1_138_1_4",NA,1,1,1
"17_7_1_1_138_1","17_7_1_1_138_1_5",NA,1,1,1
"17_7_1_1_138_1","17_7_1_1_138_1_6",NA,1,1,1
"17_7_1_1_138_1","17_7_1_1_138_1_7",2,1,1,NA
"17_7_1_1_138_1","17_7_1_1_138_1_8",NA,1,1,1
"17_7_1_1_138_1","17_7_1_1_138_1_9",NA,1,1,1
"17_7_1_1_138_1","17_7_1_1_138_1_10",NA,1,1,1
"17_7_1_1_138_1","17_7_1_1_138_1_11",NA,1,1,1
"17_7_1_1_138_1","17_7_1_1_138_1_12",NA,1,1,1
"17_7_1_1_138_2","17_7_1_1_138_2_1",NA,1,1,1
"17_7_1_1_138_2","17_7_1_1_138_2_2",1,1,NA,1
"17_7_1_1_138_2","17_7_1_1_138_2_3",NA,1,1,1
"17_7_1_1_138_2","17_7_1_1_138_2_4",NA,1,1,1
"17_7_1_1_138_2","17_7_1_1_138_2_5",NA,1,1,1
"17_7_1_1_138_2","17_7_1_1_138_2_6",NA,1,1,1
"17_7_1_1_138_2","17_7_1_1_138_2_7",NA,1,1,1
"17_7_1_1_138_2","17_7_1_1_138_2_8",2,1,1,NA
"17_7_1_1_138_2","17_7_1_1_138_2_9",NA,1,1,1
"17_7_1_1_138_2","17_7_1_1_138_2_10",NA,1,1,1
"17_7_1_1_138_2","17_7_1_1_138_2_11",NA,1,1,1
"17_7_1_1_138_3","17_7_1_1_138_3_1",NA,1,1,1
"17_7_1_1_138_3","17_7_1_1_138_3_2",NA,1,1,1
"17_7_1_1_138_3","17_7_1_1_138_3_3",1,1,NA,1
"17_7_1_1_138_3","17_7_1_1_138_3_4",NA,1,1,1
"17_7_1_1_138_3","17_7_1_1_138_3_5",NA,1,1,1
"17_7_1_1_138_3","17_7_1_1_138_3_6",NA,1,1,1
"17_7_1_1_138_3","17_7_1_1_138_3_7",NA,1,1,3
"17_7_1_1_138_3","17_7_1_1_138_3_8",NA,1,3,1
"17_7_1_1_138_3","17_7_1_1_138_3_9",NA,1,3,1
"17_7_1_1_138_3","17_7_1_1_138_3_10",NA,1,1,1
"17_7_1_1_138_3","17_7_1_1_138_3_11",2,1,1,NA
"17_7_1_1_138_3","17_7_1_1_138_3_12",NA,1,1,1
"17_7_1_1_138_3","17_7_1_1_138_3_13",NA,1,1,1
"17_7_1_1_138_3","17_7_1_1_138_3_14",NA,1,1,1
"17_7_1_1_138_3","17_7_1_1_138_3_15",NA,1,1,1
"17_7_1_1_138_4","17_7_1_1_138_4_1",NA,1,1,1
"17_7_1_1_138_4","17_7_1_1_138_4_2",NA,1,1,1
"17_7_1_1_138_4","17_7_1_1_138_4_3",NA,1,1,1
"17_7_1_1_138_4","17_7_1_1_138_4_4",1,1,NA,1
"17_7_1_1_138_4","17_7_1_1_138_4_5",NA,2,1,1
"17_7_1_1_138_4","17_7_1_1_138_4_6",NA,2,1,1
"17_7_1_1_138_4","17_7_1_1_138_4_7",NA,2,1,1
"17_7_1_1_138_4","17_7_1_1_138_4_8",NA,2,1,1
"17_7_1_1_138_4","17_7_1_1_138_4_9",NA,2,1,1
"17_7_1_1_138_4","17_7_1_1_138_4_10",NA,2,1,1
